E	sigma_t	sigma_s
5.70175500E+03	1.39959700E+01	1.38042400E+01
5.70184000E+03	1.39825700E+01	1.37753700E+01
5.70192500E+03	1.39713700E+01	1.37480400E+01
5.70209400E+03	1.39540600E+01	1.36975900E+01
5.70226300E+03	1.39408800E+01	1.36514200E+01
5.70243200E+03	1.39290400E+01	1.36087000E+01
5.70261200E+03	1.39150200E+01	1.35662500E+01
5.70279200E+03	1.38969200E+01	1.35263500E+01
5.70288700E+03	1.38849600E+01	1.35061500E+01
5.70289700E+03	1.38835900E+01	1.35040600E+01
5.70290800E+03	1.38820600E+01	1.35017600E+01
5.70291800E+03	1.38806400E+01	1.34996800E+01
5.70292900E+03	1.38790600E+01	1.34974000E+01
5.70293900E+03	1.38775900E+01	1.34953300E+01
5.70297200E+03	1.38725900E+01	1.34885300E+01
5.70298200E+03	1.38710200E+01	1.34864900E+01
5.70299300E+03	1.38692700E+01	1.34842400E+01
5.70302500E+03	1.38640200E+01	1.34777400E+01
5.70305600E+03	1.38586800E+01	1.34715000E+01
5.70308700E+03	1.38531100E+01	1.34653000E+01
5.70310800E+03	1.38492000E+01	1.34611300E+01
5.70312000E+03	1.38469100E+01	1.34587500E+01
5.70312100E+03	1.38467200E+01	1.34585500E+01
5.70312400E+03	1.38461400E+01	1.34579600E+01
5.70312600E+03	1.38457500E+01	1.34575700E+01
5.70313000E+03	1.38449800E+01	1.34567800E+01
5.70313900E+03	1.38432100E+01	1.34550000E+01
5.70314500E+03	1.38420300E+01	1.34538300E+01
5.70314600E+03	1.38418300E+01	1.34536300E+01
5.70314900E+03	1.38412300E+01	1.34530400E+01
5.70315200E+03	1.38406300E+01	1.34524500E+01
5.70316000E+03	1.38390200E+01	1.34508800E+01
5.70316800E+03	1.38374000E+01	1.34493200E+01
5.70318300E+03	1.38343000E+01	1.34463900E+01
5.70324100E+03	1.38218000E+01	1.34351700E+01
5.70329300E+03	1.38098500E+01	1.34252200E+01
5.70345300E+03	1.37688800E+01	1.33953000E+01
5.70361400E+03	1.37217400E+01	1.33661300E+01
5.70377400E+03	1.36699700E+01	1.33380000E+01
5.70383200E+03	1.36502300E+01	1.33280100E+01
5.70389100E+03	1.36297400E+01	1.33179500E+01
5.70400000E+03	1.35910000E+01	1.32996500E+01
5.70404000E+03	1.35765800E+01	1.32930300E+01
5.70406000E+03	1.35693300E+01	1.32897300E+01
5.70407700E+03	1.35631700E+01	1.32869400E+01
5.70409500E+03	1.35566300E+01	1.32840000E+01
5.70411700E+03	1.35486200E+01	1.32804100E+01
5.70415700E+03	1.35340400E+01	1.32739300E+01
5.70426100E+03	1.34961500E+01	1.32572800E+01
5.70448100E+03	1.34174400E+01	1.32231100E+01
5.70472700E+03	1.33346800E+01	1.31865100E+01
5.70485000E+03	1.32962500E+01	1.31688300E+01
5.70497200E+03	1.32603700E+01	1.31516900E+01
5.70509500E+03	1.32265300E+01	1.31347900E+01
5.70521700E+03	1.31953200E+01	1.31183900E+01
5.70534000E+03	1.31661700E+01	1.31022100E+01
5.70546200E+03	1.31394400E+01	1.30865000E+01
5.70558500E+03	1.31145600E+01	1.30709800E+01
5.70570800E+03	1.30915700E+01	1.30557700E+01
5.70577000E+03	1.30806500E+01	1.30482100E+01
5.70583100E+03	1.30703000E+01	1.30408400E+01
5.70589200E+03	1.30603300E+01	1.30335400E+01
5.70595300E+03	1.30507100E+01	1.30263100E+01
5.70601500E+03	1.30412800E+01	1.30190200E+01
5.70607600E+03	1.30323100E+01	1.30119100E+01
5.70613700E+03	1.30236400E+01	1.30048700E+01
5.70619800E+03	1.30152500E+01	1.29978800E+01
5.70626000E+03	1.30069900E+01	1.29908400E+01
5.70632100E+03	1.29991200E+01	1.29839700E+01
5.70638200E+03	1.29914900E+01	1.29771500E+01
5.70644300E+03	1.29840900E+01	1.29703900E+01
5.70651700E+03	1.29754100E+01	1.29622600E+01
5.70659100E+03	1.29670600E+01	1.29542100E+01
5.70666500E+03	1.29590200E+01	1.29462400E+01
5.70673800E+03	1.29514200E+01	1.29384500E+01
5.70681200E+03	1.29440400E+01	1.29306300E+01
5.70688500E+03	1.29371100E+01	1.29230000E+01
5.70695900E+03	1.29304500E+01	1.29153300E+01
5.70703200E+03	1.29242800E+01	1.29078500E+01
5.70710600E+03	1.29184600E+01	1.29003500E+01
5.70717900E+03	1.29131900E+01	1.28930300E+01
5.70725300E+03	1.29083700E+01	1.28856900E+01
5.70732600E+03	1.29041900E+01	1.28785400E+01
5.70740000E+03	1.29006000E+01	1.28713900E+01
5.70747300E+03	1.28977500E+01	1.28644200E+01
5.70754700E+03	1.28956600E+01	1.28574600E+01
5.70762000E+03	1.28944500E+01	1.28507000E+01
5.70769400E+03	1.28941700E+01	1.28439500E+01
5.70776700E+03	1.28949200E+01	1.28374100E+01
5.70784100E+03	1.28968200E+01	1.28309000E+01
5.70791400E+03	1.28998800E+01	1.28246000E+01
5.70798800E+03	1.29043000E+01	1.28183400E+01
5.70806100E+03	1.29100400E+01	1.28123100E+01
5.70813500E+03	1.29173300E+01	1.28063300E+01
5.70820800E+03	1.29260500E+01	1.28005700E+01
5.70828200E+03	1.29365100E+01	1.27948900E+01
5.70835500E+03	1.29484700E+01	1.27894400E+01
5.70850200E+03	1.29776300E+01	1.27789100E+01
5.70864900E+03	1.30135800E+01	1.27690000E+01
5.70879600E+03	1.30560000E+01	1.27596900E+01
5.70901700E+03	1.31301600E+01	1.27466900E+01
5.70923700E+03	1.32121900E+01	1.27346700E+01
5.70945800E+03	1.32960400E+01	1.27231000E+01
5.70967800E+03	1.33726400E+01	1.27115600E+01
5.70985000E+03	1.34221100E+01	1.27022200E+01
5.71002100E+03	1.34581000E+01	1.26924700E+01
5.71018100E+03	1.34773200E+01	1.26828800E+01
5.71026600E+03	1.34813200E+01	1.26776400E+01
5.71032200E+03	1.34815400E+01	1.26741400E+01
5.71035200E+03	1.34808700E+01	1.26722600E+01
5.71037100E+03	1.34801600E+01	1.26710700E+01
5.71037700E+03	1.34798900E+01	1.26707000E+01
5.71039500E+03	1.34789600E+01	1.26695700E+01
5.71041700E+03	1.34775500E+01	1.26681900E+01
5.71045300E+03	1.34746400E+01	1.26659400E+01
5.71052400E+03	1.34667100E+01	1.26615500E+01
5.71065800E+03	1.34444600E+01	1.26536100E+01
5.71092700E+03	1.33780700E+01	1.26409400E+01
5.71129100E+03	1.32797600E+01	1.26410300E+01
5.71147300E+03	1.32504200E+01	1.26553300E+01
5.71165400E+03	1.32511600E+01	1.26844200E+01
5.71178100E+03	1.32768700E+01	1.27163000E+01
5.71186400E+03	1.33075700E+01	1.27432400E+01
5.71194700E+03	1.33508200E+01	1.27756300E+01
5.71203000E+03	1.34079100E+01	1.28139800E+01
5.71211300E+03	1.34800600E+01	1.28588000E+01
5.71219600E+03	1.35683900E+01	1.29105500E+01
5.71227900E+03	1.36739000E+01	1.29696700E+01
5.71236200E+03	1.37974500E+01	1.30365200E+01
5.71244500E+03	1.39397000E+01	1.31113900E+01
5.71252800E+03	1.41011000E+01	1.31944600E+01
5.71261100E+03	1.42818200E+01	1.32858000E+01
5.71277700E+03	1.47005300E+01	1.34928900E+01
5.71294300E+03	1.51909600E+01	1.37302300E+01
5.71310800E+03	1.57388900E+01	1.39909600E+01
5.71374100E+03	1.80291600E+01	1.50436600E+01
5.71391500E+03	1.85689700E+01	1.52807600E+01
5.71408900E+03	1.90029800E+01	1.54644500E+01
5.71426200E+03	1.92996900E+01	1.55808900E+01
5.71434900E+03	1.93909200E+01	1.56114800E+01
5.71440400E+03	1.94273400E+01	1.56206700E+01
5.71444700E+03	1.94440900E+01	1.56223100E+01
5.71445900E+03	1.94469100E+01	1.56218900E+01
5.71449400E+03	1.94505200E+01	1.56184900E+01
5.71452900E+03	1.94472200E+01	1.56118400E+01
5.71459400E+03	1.94227800E+01	1.55909400E+01
5.71471600E+03	1.93134900E+01	1.55223100E+01
5.71472800E+03	1.92983700E+01	1.55135500E+01
5.71475400E+03	1.92629800E+01	1.54933600E+01
5.71478000E+03	1.92240500E+01	1.54715500E+01
5.71482600E+03	1.91466800E+01	1.54291100E+01
5.71484900E+03	1.91040200E+01	1.54060800E+01
5.71486600E+03	1.90708200E+01	1.53883200E+01
5.71486700E+03	1.90688200E+01	1.53872500E+01
5.71487000E+03	1.90628100E+01	1.53840500E+01
5.71487200E+03	1.90587700E+01	1.53819000E+01
5.71487600E+03	1.90506400E+01	1.53775700E+01
5.71488400E+03	1.90341600E+01	1.53688300E+01
5.71490600E+03	1.89872700E+01	1.53440700E+01
5.71494400E+03	1.89010300E+01	1.52989600E+01
5.71500100E+03	1.87597600E+01	1.52260100E+01
5.71502600E+03	1.86935100E+01	1.51921200E+01
5.71509000E+03	1.85127900E+01	1.51005000E+01
5.71517100E+03	1.82631800E+01	1.49755300E+01
5.71523600E+03	1.80481200E+01	1.48689900E+01
5.71546200E+03	1.72259100E+01	1.44684900E+01
5.71552700E+03	1.69757500E+01	1.43483000E+01
5.71578600E+03	1.59687800E+01	1.38704300E+01
5.71604400E+03	1.50216700E+01	1.34282700E+01
5.71617300E+03	1.45921700E+01	1.32298000E+01
5.71630300E+03	1.41970200E+01	1.30482500E+01
5.71643200E+03	1.38454600E+01	1.28875100E+01
5.71656100E+03	1.35354500E+01	1.27463100E+01
5.71669000E+03	1.32664600E+01	1.26241100E+01
5.71682000E+03	1.30349700E+01	1.25190500E+01
5.71688500E+03	1.29332500E+01	1.24728600E+01
5.71694900E+03	1.28416600E+01	1.24312300E+01
5.71701400E+03	1.27568900E+01	1.23926200E+01
5.71707800E+03	1.26810600E+01	1.23579900E+01
5.71714300E+03	1.26113000E+01	1.23260200E+01
5.71720700E+03	1.25492700E+01	1.22974700E+01
5.71726400E+03	1.24991900E+01	1.22742900E+01
5.71732100E+03	1.24536200E+01	1.22530700E+01
5.71737800E+03	1.24122200E+01	1.22336500E+01
5.71743400E+03	1.23753100E+01	1.22162000E+01
5.71749100E+03	1.23412500E+01	1.21999300E+01
5.71754700E+03	1.23109700E+01	1.21853100E+01
5.71760400E+03	1.22830800E+01	1.21716700E+01
5.71766000E+03	1.22583300E+01	1.21593900E+01
5.71771700E+03	1.22355700E+01	1.21479100E+01
5.71777300E+03	1.22153700E+01	1.21375500E+01
5.71783000E+03	1.21968100E+01	1.21278200E+01
5.71788600E+03	1.21803200E+01	1.21190000E+01
5.71794300E+03	1.21651400E+01	1.21106800E+01
5.71799900E+03	1.21516300E+01	1.21030800E+01
5.71805600E+03	1.21391600E+01	1.20958700E+01
5.71811200E+03	1.21280200E+01	1.20892400E+01
5.71816900E+03	1.21176900E+01	1.20829100E+01
5.71822500E+03	1.21084200E+01	1.20770400E+01
5.71828200E+03	1.20997700E+01	1.20713800E+01
5.71833800E+03	1.20919600E+01	1.20661000E+01
5.71839500E+03	1.20846200E+01	1.20609600E+01
5.71845100E+03	1.20779500E+01	1.20561400E+01
5.71850800E+03	1.20716400E+01	1.20514200E+01
5.71856400E+03	1.20658700E+01	1.20469400E+01
5.71862100E+03	1.20603700E+01	1.20425400E+01
5.71867700E+03	1.20553100E+01	1.20383600E+01
5.71873400E+03	1.20504800E+01	1.20342200E+01
5.71879000E+03	1.20460100E+01	1.20302700E+01
5.71890300E+03	1.20378000E+01	1.20226200E+01
5.71901600E+03	1.20306000E+01	1.20153900E+01
5.71911300E+03	1.20252500E+01	1.20095300E+01
5.71921000E+03	1.20207300E+01	1.20040200E+01
5.71930700E+03	1.20171700E+01	1.19989300E+01
5.71940400E+03	1.20147500E+01	1.19943300E+01
5.71950100E+03	1.20137000E+01	1.19903400E+01
5.71955000E+03	1.20137900E+01	1.19886000E+01
5.71959800E+03	1.20143400E+01	1.19871000E+01
5.71964700E+03	1.20154200E+01	1.19858000E+01
5.71969500E+03	1.20170400E+01	1.19847800E+01
5.71974400E+03	1.20193200E+01	1.19840200E+01
5.71979200E+03	1.20222500E+01	1.19835800E+01
5.71984100E+03	1.20260200E+01	1.19834900E+01
5.71988900E+03	1.20305400E+01	1.19837700E+01
5.71993800E+03	1.20360900E+01	1.19844700E+01
5.71998600E+03	1.20425300E+01	1.19856100E+01
5.72003500E+03	1.20502300E+01	1.19872800E+01
5.72008300E+03	1.20589600E+01	1.19894600E+01
5.72013200E+03	1.20692100E+01	1.19922800E+01
5.72018000E+03	1.20806700E+01	1.19956800E+01
5.72027700E+03	1.21085800E+01	1.20047100E+01
5.72037400E+03	1.21437100E+01	1.20169900E+01
5.72047100E+03	1.21871600E+01	1.20330300E+01
5.72056700E+03	1.22394800E+01	1.20531200E+01
5.72064800E+03	1.22916900E+01	1.20737100E+01
5.72072900E+03	1.23520200E+01	1.20979900E+01
5.72081000E+03	1.24211500E+01	1.21262500E+01
5.72089100E+03	1.24997300E+01	1.21587900E+01
5.72097200E+03	1.25883500E+01	1.21958900E+01
5.72105300E+03	1.26875400E+01	1.22377800E+01
5.72113400E+03	1.27977200E+01	1.22846500E+01
5.72121400E+03	1.29176100E+01	1.23359800E+01
5.72137600E+03	1.31945400E+01	1.24554300E+01
5.72153700E+03	1.35139300E+01	1.25942400E+01
5.72169900E+03	1.38753800E+01	1.27521800E+01
5.72186000E+03	1.42663300E+01	1.29236500E+01
5.72216700E+03	1.50533200E+01	1.32698200E+01
5.72247400E+03	1.57940700E+01	1.35955500E+01
5.72263600E+03	1.61201100E+01	1.37382200E+01
5.72279700E+03	1.63749500E+01	1.38487100E+01
5.72297400E+03	1.65570400E+01	1.39257600E+01
5.72306300E+03	1.66052100E+01	1.39448200E+01
5.72311500E+03	1.66192500E+01	1.39495600E+01
5.72315200E+03	1.66228200E+01	1.39500100E+01
5.72317300E+03	1.66224500E+01	1.39491800E+01
5.72320900E+03	1.66178000E+01	1.39459300E+01
5.72324600E+03	1.66077200E+01	1.39401900E+01
5.72330800E+03	1.65788900E+01	1.39251200E+01
5.72342200E+03	1.64876000E+01	1.38800200E+01
5.72364800E+03	1.61708800E+01	1.37287800E+01
5.72380700E+03	1.58559800E+01	1.35803400E+01
5.72396500E+03	1.54863600E+01	1.34068700E+01
5.72419200E+03	1.48937100E+01	1.31292200E+01
5.72446300E+03	1.41601300E+01	1.27851600E+01
5.72464500E+03	1.36897800E+01	1.25637500E+01
5.72482600E+03	1.32611400E+01	1.23609200E+01
5.72500700E+03	1.28830000E+01	1.21806100E+01
5.72509800E+03	1.27139300E+01	1.20993500E+01
5.72518800E+03	1.25609400E+01	1.20253200E+01
5.72529000E+03	1.24045500E+01	1.19489800E+01
5.72539200E+03	1.22657600E+01	1.18804400E+01
5.72549400E+03	1.21438200E+01	1.18193300E+01
5.72559600E+03	1.20377400E+01	1.17651700E+01
5.72569800E+03	1.19464100E+01	1.17174000E+01
5.72580000E+03	1.18686000E+01	1.16754300E+01
5.72590200E+03	1.18031100E+01	1.16386400E+01
5.72595300E+03	1.17746100E+01	1.16219900E+01
5.72600400E+03	1.17487500E+01	1.16064100E+01
5.72605500E+03	1.17253900E+01	1.15918200E+01
5.72610600E+03	1.17044000E+01	1.15781600E+01
5.72615700E+03	1.16856600E+01	1.15653600E+01
5.72620800E+03	1.16690500E+01	1.15533400E+01
5.72625900E+03	1.16544600E+01	1.15420600E+01
5.72631000E+03	1.16418000E+01	1.15314500E+01
5.72636100E+03	1.16309600E+01	1.15214500E+01
5.72641200E+03	1.16218600E+01	1.15120200E+01
5.72646300E+03	1.16144400E+01	1.15031000E+01
5.72651400E+03	1.16086100E+01	1.14946500E+01
5.72661600E+03	1.16014900E+01	1.14790000E+01
5.72671800E+03	1.16000700E+01	1.14647600E+01
5.72681900E+03	1.16039400E+01	1.14518000E+01
5.72691000E+03	1.16116900E+01	1.14409300E+01
5.72700100E+03	1.16232800E+01	1.14306700E+01
5.72709200E+03	1.16385300E+01	1.14209200E+01
5.72718200E+03	1.16570400E+01	1.14116900E+01
5.72736300E+03	1.17037000E+01	1.13940200E+01
5.72754400E+03	1.17611400E+01	1.13770800E+01
5.72790700E+03	1.18958900E+01	1.13431600E+01
5.72808800E+03	1.19639400E+01	1.13252000E+01
5.72831500E+03	1.20391900E+01	1.13005300E+01
5.72854100E+03	1.20924000E+01	1.12725100E+01
5.72875600E+03	1.21136500E+01	1.12416300E+01
5.72887000E+03	1.21109500E+01	1.12232800E+01
5.72893200E+03	1.21051000E+01	1.12126800E+01
5.72896900E+03	1.21001000E+01	1.12061300E+01
5.72899000E+03	1.20967600E+01	1.12023400E+01
5.72900600E+03	1.20939700E+01	1.11994200E+01
5.72902300E+03	1.20907700E+01	1.11962800E+01
5.72904600E+03	1.20860600E+01	1.11919800E+01
5.72908600E+03	1.20768200E+01	1.11843300E+01
5.72909100E+03	1.20755800E+01	1.11833600E+01
5.72909500E+03	1.20745600E+01	1.11825900E+01
5.72910000E+03	1.20732800E+01	1.11816100E+01
5.72911100E+03	1.20703800E+01	1.11794500E+01
5.72912100E+03	1.20676500E+01	1.11774800E+01
5.72914100E+03	1.20619600E+01	1.11734900E+01
5.72918200E+03	1.20492600E+01	1.11651600E+01
5.72934600E+03	1.19851600E+01	1.11296600E+01
5.72951000E+03	1.19013500E+01	1.10906500E+01
5.72967300E+03	1.18015700E+01	1.10484800E+01
5.72978800E+03	1.17233700E+01	1.10167800E+01
5.72988500E+03	1.16536900E+01	1.09888800E+01
5.72998100E+03	1.15824400E+01	1.09603300E+01
5.73007700E+03	1.15099300E+01	1.09309600E+01
5.73017300E+03	1.14372000E+01	1.09009300E+01
5.73026900E+03	1.13653400E+01	1.08704700E+01
5.73036500E+03	1.12954600E+01	1.08398200E+01
5.73046100E+03	1.12287300E+01	1.08093400E+01
5.73055700E+03	1.11663400E+01	1.07794400E+01
5.73060800E+03	1.11354100E+01	1.07639800E+01
5.73065800E+03	1.11068100E+01	1.07492100E+01
5.73070900E+03	1.10796200E+01	1.07346500E+01
5.73075900E+03	1.10551100E+01	1.07209700E+01
5.73081000E+03	1.10325300E+01	1.07077500E+01
5.73086000E+03	1.10129900E+01	1.06956500E+01
5.73091100E+03	1.09959600E+01	1.06843100E+01
5.73096100E+03	1.09823700E+01	1.06743500E+01
5.73106200E+03	1.09653600E+01	1.06584100E+01
5.73116300E+03	1.09642900E+01	1.06493500E+01
5.73126400E+03	1.09817500E+01	1.06489300E+01
5.73136500E+03	1.10205000E+01	1.06591300E+01
5.73146600E+03	1.10835300E+01	1.06821300E+01
5.73156700E+03	1.11739800E+01	1.07202800E+01
5.73166800E+03	1.12950600E+01	1.07760700E+01
5.73176900E+03	1.14499600E+01	1.08520600E+01
5.73187000E+03	1.16417600E+01	1.09508100E+01
5.73197100E+03	1.18732600E+01	1.10747500E+01
5.73207200E+03	1.21468400E+01	1.12261600E+01
5.73217300E+03	1.24642800E+01	1.14069400E+01
5.73227900E+03	1.28456900E+01	1.16299000E+01
5.73238500E+03	1.32765500E+01	1.18878900E+01
5.73259600E+03	1.42748500E+01	1.25055100E+01
5.73301900E+03	1.67062600E+01	1.41005000E+01
5.73323100E+03	1.80074600E+01	1.50035900E+01
5.73344200E+03	1.92365200E+01	1.58951800E+01
5.73356700E+03	1.98928000E+01	1.63924200E+01
5.73369200E+03	2.04711900E+01	1.68493100E+01
5.73381800E+03	2.09576300E+01	1.72557000E+01
5.73384300E+03	2.10412800E+01	1.73288100E+01
5.73384500E+03	2.10477800E+01	1.73345500E+01
5.73385100E+03	2.10671000E+01	1.73516500E+01
5.73385600E+03	2.10830000E+01	1.73657800E+01
5.73387300E+03	2.11356900E+01	1.74129900E+01
5.73389900E+03	2.12121500E+01	1.74827100E+01
5.73392500E+03	2.12835200E+01	1.75493400E+01
5.73395800E+03	2.13666600E+01	1.76293300E+01
5.73397400E+03	2.14039200E+01	1.76662400E+01
5.73398200E+03	2.14218000E+01	1.76842200E+01
5.73400500E+03	2.14703900E+01	1.77341600E+01
5.73402700E+03	2.15129200E+01	1.77794600E+01
5.73409200E+03	2.16158300E+01	1.78988800E+01
5.73420300E+03	2.17118500E+01	1.80514300E+01
5.73439900E+03	2.16371400E+01	1.81584800E+01
5.73457000E+03	2.13316200E+01	1.80858700E+01
5.73474000E+03	2.08347700E+01	1.78737900E+01
5.73505400E+03	1.95450500E+01	1.71911800E+01
5.73536800E+03	1.80147000E+01	1.62822200E+01
5.73551200E+03	1.73068800E+01	1.58394500E+01
5.73565600E+03	1.66251200E+01	1.54016600E+01
5.73580000E+03	1.59852100E+01	1.49809100E+01
5.73594400E+03	1.53982600E+01	1.45863500E+01
5.73608800E+03	1.48709300E+01	1.42242600E+01
5.73616000E+03	1.46306000E+01	1.40565900E+01
5.73623200E+03	1.44059100E+01	1.38981700E+01
5.73630400E+03	1.41966700E+01	1.37490900E+01
5.73637600E+03	1.40025600E+01	1.36093000E+01
5.73644800E+03	1.38231100E+01	1.34786700E+01
5.73651900E+03	1.36599400E+01	1.33586000E+01
5.73659100E+03	1.35078200E+01	1.32454000E+01
5.73666300E+03	1.33684000E+01	1.31404800E+01
5.73673500E+03	1.32409100E+01	1.30434200E+01
5.73680700E+03	1.31245800E+01	1.29538100E+01
5.73687900E+03	1.30185900E+01	1.28711600E+01
5.73695100E+03	1.29221500E+01	1.27950400E+01
5.73702300E+03	1.28344600E+01	1.27249500E+01
5.73709500E+03	1.27547700E+01	1.26604400E+01
5.73716700E+03	1.26823700E+01	1.26010600E+01
5.73723900E+03	1.26165400E+01	1.25463800E+01
5.73731100E+03	1.25566700E+01	1.24959700E+01
5.73738300E+03	1.25021300E+01	1.24494500E+01
5.73745500E+03	1.24523900E+01	1.24064400E+01
5.73752700E+03	1.24069300E+01	1.23666200E+01
5.73759900E+03	1.23653000E+01	1.23296600E+01
5.73767100E+03	1.23270700E+01	1.22952800E+01
5.73774300E+03	1.22918800E+01	1.22632100E+01
5.73781500E+03	1.22594000E+01	1.22332200E+01
5.73788700E+03	1.22293200E+01	1.22050900E+01
5.73795900E+03	1.22013800E+01	1.21786300E+01
5.73803100E+03	1.21753600E+01	1.21536600E+01
5.73810300E+03	1.21510600E+01	1.21300400E+01
5.73817500E+03	1.21283000E+01	1.21076300E+01
5.73824700E+03	1.21069300E+01	1.20863100E+01
5.73831900E+03	1.20868200E+01	1.20659600E+01
5.73839100E+03	1.20678500E+01	1.20465000E+01
5.73846300E+03	1.20499200E+01	1.20278500E+01
5.73853500E+03	1.20329600E+01	1.20099200E+01
5.73867900E+03	1.20016100E+01	1.19760100E+01
5.73882200E+03	1.19735100E+01	1.19445400E+01
5.73897900E+03	1.19456700E+01	1.19121300E+01
5.73913600E+03	1.19205600E+01	1.18816400E+01
5.73929300E+03	1.18977800E+01	1.18527800E+01
5.73945000E+03	1.18769600E+01	1.18253500E+01
5.73976500E+03	1.18394200E+01	1.17739300E+01
5.74007900E+03	1.18048000E+01	1.17265800E+01
5.74026200E+03	1.17845700E+01	1.17004600E+01
5.74044500E+03	1.17636000E+01	1.16752700E+01
5.74058300E+03	1.17470200E+01	1.16568100E+01
5.74064800E+03	1.17389500E+01	1.16482600E+01
5.74068200E+03	1.17346600E+01	1.16438300E+01
5.74070300E+03	1.17319800E+01	1.16411000E+01
5.74071800E+03	1.17300600E+01	1.16391600E+01
5.74072400E+03	1.17292800E+01	1.16383900E+01
5.74073000E+03	1.17285100E+01	1.16376100E+01
5.74075100E+03	1.17257900E+01	1.16349100E+01
5.74078000E+03	1.17220000E+01	1.16311900E+01
5.74083100E+03	1.17152500E+01	1.16246800E+01
5.74094900E+03	1.16992200E+01	1.16098200E+01
5.74103300E+03	1.16874800E+01	1.15994000E+01
5.74128500E+03	1.16510400E+01	1.15688700E+01
5.74153700E+03	1.16140900E+01	1.15394100E+01
5.74180600E+03	1.15767900E+01	1.15092300E+01
5.74194100E+03	1.15601300E+01	1.14946600E+01
5.74207500E+03	1.15458100E+01	1.14806400E+01
5.74220200E+03	1.15349400E+01	1.14678400E+01
5.74226500E+03	1.15307600E+01	1.14616900E+01
5.74232800E+03	1.15275100E+01	1.14557000E+01
5.74239100E+03	1.15253100E+01	1.14498700E+01
5.74245400E+03	1.15242500E+01	1.14442300E+01
5.74251700E+03	1.15244800E+01	1.14387800E+01
5.74258000E+03	1.15261000E+01	1.14335500E+01
5.74264400E+03	1.15293200E+01	1.14284800E+01
5.74270700E+03	1.15341700E+01	1.14237500E+01
5.74277000E+03	1.15408500E+01	1.14193000E+01
5.74283300E+03	1.15494800E+01	1.14151500E+01
5.74289600E+03	1.15602400E+01	1.14113200E+01
5.74295900E+03	1.15732600E+01	1.14078500E+01
5.74302200E+03	1.15887100E+01	1.14047400E+01
5.74308500E+03	1.16067200E+01	1.14020400E+01
5.74314900E+03	1.16278000E+01	1.13997200E+01
5.74321200E+03	1.16514400E+01	1.13978900E+01
5.74333800E+03	1.17078000E+01	1.13956400E+01
5.74346400E+03	1.17769800E+01	1.13954100E+01
5.74359000E+03	1.18595600E+01	1.13973000E+01
5.74371600E+03	1.19557300E+01	1.14013500E+01
5.74384200E+03	1.20651500E+01	1.14075400E+01
5.74396800E+03	1.21869300E+01	1.14157500E+01
5.74409400E+03	1.23194800E+01	1.14257300E+01
5.74456500E+03	1.28644000E+01	1.14717800E+01
5.74486800E+03	1.31881500E+01	1.14980300E+01
5.74497300E+03	1.32813500E+01	1.15042600E+01
5.74501100E+03	1.33117700E+01	1.15060000E+01
5.74503300E+03	1.33285100E+01	1.15068700E+01
5.74504700E+03	1.33388100E+01	1.15073800E+01
5.74505300E+03	1.33431400E+01	1.15075800E+01
5.74505900E+03	1.33474200E+01	1.15077700E+01
5.74507900E+03	1.33613100E+01	1.15083600E+01
5.74511700E+03	1.33860800E+01	1.15092200E+01
5.74517600E+03	1.34201100E+01	1.15098700E+01
5.74533900E+03	1.34838900E+01	1.15069000E+01
5.74543500E+03	1.34992000E+01	1.15016100E+01
5.74549000E+03	1.35002100E+01	1.14973400E+01
5.74551700E+03	1.34986200E+01	1.14949100E+01
