E	sigma_t	sigma_s
1.24053200E+04	1.10295100E+01	1.09263500E+01
1.24054400E+04	1.10460800E+01	1.09253700E+01
1.24055600E+04	1.10664200E+01	1.09256200E+01
1.24056900E+04	1.10931100E+01	1.09274300E+01
1.24058100E+04	1.11223800E+01	1.09306300E+01
1.24059300E+04	1.11563900E+01	1.09354000E+01
1.24060500E+04	1.11954000E+01	1.09418300E+01
1.24061600E+04	1.12357300E+01	1.09492400E+01
1.24062700E+04	1.12805600E+01	1.09581300E+01
1.24064900E+04	1.13839300E+01	1.09804000E+01
1.24067100E+04	1.15054200E+01	1.10085000E+01
1.24069300E+04	1.16438800E+01	1.10418900E+01
1.24071500E+04	1.17970500E+01	1.10796400E+01
1.24073700E+04	1.19616000E+01	1.11204400E+01
1.24078000E+04	1.22992600E+01	1.12028400E+01
1.24083600E+04	1.27197700E+01	1.12994300E+01
1.24087300E+04	1.29578600E+01	1.13516600E+01
1.24089300E+04	1.30710000E+01	1.13778500E+01
1.24090400E+04	1.31292100E+01	1.13925600E+01
1.24090900E+04	1.31548900E+01	1.13994800E+01
1.24091200E+04	1.31701000E+01	1.14037300E+01
1.24091500E+04	1.31851700E+01	1.14080600E+01
1.24091800E+04	1.32001200E+01	1.14124900E+01
1.24092100E+04	1.32149600E+01	1.14170300E+01
1.24092700E+04	1.32443800E+01	1.14264900E+01
1.24093700E+04	1.32929300E+01	1.14435800E+01
1.24095500E+04	1.33806400E+01	1.14799600E+01
1.24099400E+04	1.35895800E+01	1.15959700E+01
1.24104300E+04	1.39387900E+01	1.18485700E+01
1.24113100E+04	1.48829700E+01	1.26519500E+01
1.24118000E+04	1.54641700E+01	1.32096700E+01
1.24120400E+04	1.57067000E+01	1.34705900E+01
1.24121700E+04	1.58171200E+01	1.36013200E+01
1.24122000E+04	1.58401200E+01	1.36301100E+01
1.24122200E+04	1.58552000E+01	1.36490700E+01
1.24122500E+04	1.58762100E+01	1.36768100E+01
1.24122800E+04	1.58973700E+01	1.37045300E+01
1.24123300E+04	1.59278700E+01	1.37479400E+01
1.24123400E+04	1.59337900E+01	1.37565000E+01
1.24123500E+04	1.59395700E+01	1.37649900E+01
1.24123800E+04	1.59561700E+01	1.37899800E+01
1.24124000E+04	1.59666000E+01	1.38062500E+01
1.24124400E+04	1.59859000E+01	1.38378200E+01
1.24125500E+04	1.60278900E+01	1.39176200E+01
1.24127500E+04	1.60605900E+01	1.40340700E+01
1.24131200E+04	1.59671900E+01	1.41425500E+01
1.24134800E+04	1.56945200E+01	1.41117200E+01
1.24138400E+04	1.52778000E+01	1.39606300E+01
1.24142100E+04	1.47543700E+01	1.37106700E+01
1.24145700E+04	1.42110600E+01	1.34125800E+01
1.24147500E+04	1.39434800E+01	1.32547800E+01
1.24149300E+04	1.36859100E+01	1.30965600E+01
1.24151100E+04	1.34426600E+01	1.29413800E+01
1.24152900E+04	1.32170600E+01	1.27920500E+01
1.24154200E+04	1.30664600E+01	1.26891000E+01
1.24155500E+04	1.29268900E+01	1.25909900E+01
1.24156800E+04	1.27987300E+01	1.24981800E+01
1.24158000E+04	1.26906900E+01	1.24174800E+01
1.24159300E+04	1.25847600E+01	1.23356300E+01
1.24160500E+04	1.24971400E+01	1.22652800E+01
1.24161800E+04	1.24129500E+01	1.21946600E+01
1.24163000E+04	1.23448500E+01	1.21345700E+01
1.24164300E+04	1.22810700E+01	1.20748100E+01
1.24165500E+04	1.22309900E+01	1.20243800E+01
1.24166800E+04	1.21857500E+01	1.19746200E+01
1.24168000E+04	1.21518000E+01	1.19329300E+01
1.24169300E+04	1.21228900E+01	1.18920500E+01
1.24170500E+04	1.21029400E+01	1.18580000E+01
1.24173000E+04	1.20797200E+01	1.17971900E+01
1.24175800E+04	1.20780400E+01	1.17429000E+01
1.24178600E+04	1.20950600E+01	1.17000900E+01
1.24184100E+04	1.21541700E+01	1.16383300E+01
1.24186900E+04	1.21828600E+01	1.16133400E+01
1.24189700E+04	1.22017500E+01	1.15899600E+01
1.24192400E+04	1.22057000E+01	1.15674600E+01
1.24193700E+04	1.22015400E+01	1.15563100E+01
1.24194500E+04	1.21968600E+01	1.15492900E+01
1.24195000E+04	1.21931000E+01	1.15448300E+01
1.24195200E+04	1.21914200E+01	1.15430300E+01
1.24195400E+04	1.21896200E+01	1.15412200E+01
1.24195600E+04	1.21879500E+01	1.15394400E+01
1.24195900E+04	1.21846800E+01	1.15366600E+01
1.24196400E+04	1.21790800E+01	1.15320300E+01
1.24197200E+04	1.21687600E+01	1.15244900E+01
1.24197300E+04	1.21673500E+01	1.15235400E+01
1.24197700E+04	1.21614500E+01	1.15197000E+01
1.24198000E+04	1.21567600E+01	1.15167900E+01
1.24198700E+04	1.21449100E+01	1.15099000E+01
1.24200300E+04	1.21132600E+01	1.14936700E+01
1.24201800E+04	1.20781400E+01	1.14778600E+01
1.24205400E+04	1.19757300E+01	1.14379200E+01
1.24209000E+04	1.18555600E+01	1.13962300E+01
1.24214100E+04	1.16758800E+01	1.13373100E+01
1.24218200E+04	1.15400000E+01	1.12926600E+01
1.24220300E+04	1.14770500E+01	1.12713200E+01
1.24222300E+04	1.14222500E+01	1.12521100E+01
1.24224300E+04	1.13728000E+01	1.12340300E+01
1.24225700E+04	1.13414000E+01	1.12220600E+01
1.24227000E+04	1.13145800E+01	1.12114400E+01
1.24228400E+04	1.12881300E+01	1.12005100E+01
1.24229700E+04	1.12657100E+01	1.11908200E+01
1.24231100E+04	1.12437300E+01	1.11808500E+01
1.24232400E+04	1.12252000E+01	1.11719900E+01
1.24233800E+04	1.12070800E+01	1.11628600E+01
1.24235100E+04	1.11918200E+01	1.11547300E+01
1.24236500E+04	1.11768900E+01	1.11463200E+01
1.24237800E+04	1.11642800E+01	1.11387900E+01
1.24239200E+04	1.11518700E+01	1.11309700E+01
1.24240500E+04	1.11413100E+01	1.11239300E+01
1.24241200E+04	1.11359600E+01	1.11202300E+01
1.24241900E+04	1.11308300E+01	1.11165900E+01
1.24243200E+04	1.11218200E+01	1.11099500E+01
1.24243900E+04	1.11172100E+01	1.11064500E+01
1.24244600E+04	1.11127700E+01	1.11029900E+01
1.24245900E+04	1.11048900E+01	1.10966700E+01
1.24246600E+04	1.11008200E+01	1.10933200E+01
1.24247300E+04	1.10968700E+01	1.10900000E+01
1.24248600E+04	1.10898100E+01	1.10839300E+01
1.24250000E+04	1.10825300E+01	1.10775100E+01
1.24251300E+04	1.10760300E+01	1.10716400E+01
1.24252700E+04	1.10692700E+01	1.10654100E+01
1.24254000E+04	1.10631800E+01	1.10597100E+01
1.24255400E+04	1.10567800E+01	1.10536400E+01
1.24256700E+04	1.10509700E+01	1.10480700E+01
1.24258100E+04	1.10448400E+01	1.10421400E+01
1.24259400E+04	1.10392400E+01	1.10366800E+01
1.24260800E+04	1.10332900E+01	1.10308600E+01
1.24262100E+04	1.10278400E+01	1.10255100E+01
1.24264800E+04	1.10167200E+01	1.10145300E+01
1.24267500E+04	1.10058100E+01	1.10037100E+01
1.24272900E+04	1.09845100E+01	1.09825400E+01
1.24278300E+04	1.09637800E+01	1.09619000E+01
1.24289100E+04	1.09236400E+01	1.09219000E+01
1.24299900E+04	1.08848700E+01	1.08832300E+01
1.24310700E+04	1.08471000E+01	1.08455200E+01
1.24323100E+04	1.08045800E+01	1.08030700E+01
1.24335400E+04	1.07629500E+01	1.07614800E+01
1.24360000E+04	1.06799900E+01	1.06785700E+01
1.24379500E+04	1.06131000E+01	1.06116600E+01
1.24389300E+04	1.05786200E+01	1.05771600E+01
1.24394200E+04	1.05611000E+01	1.05596000E+01
1.24396600E+04	1.05524500E+01	1.05509200E+01
1.24399000E+04	1.05437600E+01	1.05421600E+01
1.24401500E+04	1.05346600E+01	1.05329800E+01
1.24403900E+04	1.05259000E+01	1.05240900E+01
1.24405200E+04	1.05211500E+01	1.05192400E+01
1.24406400E+04	1.05167700E+01	1.05147500E+01
1.24407600E+04	1.05123900E+01	1.05102300E+01
1.24408800E+04	1.05080300E+01	1.05057000E+01
1.24410100E+04	1.05033200E+01	1.05007600E+01
1.24411300E+04	1.04989900E+01	1.04961900E+01
1.24412500E+04	1.04946900E+01	1.04915900E+01
1.24413700E+04	1.04904200E+01	1.04869700E+01
1.24414900E+04	1.04862000E+01	1.04823200E+01
1.24416100E+04	1.04820400E+01	1.04776500E+01
1.24417300E+04	1.04779300E+01	1.04729600E+01
1.24418500E+04	1.04739100E+01	1.04682500E+01
1.24419800E+04	1.04696400E+01	1.04631200E+01
1.24421000E+04	1.04658000E+01	1.04583500E+01
1.24422200E+04	1.04620800E+01	1.04535700E+01
1.24423400E+04	1.04584700E+01	1.04487500E+01
1.24424700E+04	1.04547200E+01	1.04435100E+01
1.24425900E+04	1.04514000E+01	1.04386400E+01
1.24427100E+04	1.04482400E+01	1.04337500E+01
1.24428300E+04	1.04452400E+01	1.04288300E+01
1.24429600E+04	1.04421700E+01	1.04234700E+01
1.24430800E+04	1.04395200E+01	1.04184900E+01
1.24433200E+04	1.04347100E+01	1.04084400E+01
1.24435600E+04	1.04305200E+01	1.03982600E+01
1.24438000E+04	1.04268300E+01	1.03879400E+01
1.24444700E+04	1.04172700E+01	1.03581500E+01
1.24448100E+04	1.04111700E+01	1.03423500E+01
1.24451400E+04	1.04031100E+01	1.03264400E+01
1.24453400E+04	1.03967700E+01	1.03164800E+01
1.24455300E+04	1.03895400E+01	1.03067700E+01
1.24456800E+04	1.03829300E+01	1.02989200E+01
1.24457700E+04	1.03785500E+01	1.02941300E+01
1.24458200E+04	1.03759800E+01	1.02914400E+01
1.24458400E+04	1.03751700E+01	1.02903700E+01
1.24458700E+04	1.03733200E+01	1.02887300E+01
1.24458800E+04	1.03727800E+01	1.02881800E+01
1.24459000E+04	1.03716800E+01	1.02870900E+01
1.24459300E+04	1.03700000E+01	1.02854500E+01
1.24459800E+04	1.03671200E+01	1.02826900E+01
1.24460700E+04	1.03616900E+01	1.02776800E+01
1.24462400E+04	1.03505900E+01	1.02680200E+01
1.24464300E+04	1.03369000E+01	1.02569000E+01
1.24466200E+04	1.03219400E+01	1.02454300E+01
1.24468800E+04	1.02996200E+01	1.02291200E+01
1.24471300E+04	1.02764500E+01	1.02127400E+01
1.24476400E+04	1.02254400E+01	1.01769200E+01
1.24479300E+04	1.01949700E+01	1.01549100E+01
1.24481500E+04	1.01714100E+01	1.01373100E+01
1.24483700E+04	1.01475600E+01	1.01188400E+01
1.24485900E+04	1.01234300E+01	1.00994200E+01
1.24488100E+04	1.00990200E+01	1.00789400E+01
1.24489200E+04	1.00867000E+01	1.00682800E+01
1.24490300E+04	1.00742900E+01	1.00573300E+01
1.24491400E+04	1.00618000E+01	1.00460800E+01
1.24492500E+04	1.00492300E+01	1.00345200E+01
1.24493600E+04	1.00365800E+01	1.00226500E+01
1.24494700E+04	1.00238600E+01	1.00104800E+01
1.24495800E+04	1.00111000E+01	9.99799800E+00
1.24496800E+04	9.99948600E+00	9.98640400E+00
1.24497900E+04	9.98673200E+00	9.97339300E+00
1.24499000E+04	9.97405500E+00	9.96014100E+00
1.24500100E+04	9.96152700E+00	9.94668900E+00
1.24501200E+04	9.94923700E+00	9.93308800E+00
1.24502300E+04	9.93729700E+00	9.91940700E+00
1.24503400E+04	9.92584400E+00	9.90573000E+00
1.24504500E+04	9.91504300E+00	9.89216200E+00
1.24505600E+04	9.90508600E+00	9.87882800E+00
1.24506700E+04	9.89620100E+00	9.86587700E+00
1.24507800E+04	9.88864600E+00	9.85348600E+00
1.24508900E+04	9.88272100E+00	9.84185600E+00
1.24510000E+04	9.87875900E+00	9.83122000E+00
1.24511100E+04	9.87713300E+00	9.82184400E+00
1.24512200E+04	9.87825600E+00	9.81402000E+00
1.24513300E+04	9.88257600E+00	9.80807700E+00
1.24514300E+04	9.88968400E+00	9.80460700E+00
1.24515500E+04	9.90277300E+00	9.80329500E+00
1.24516700E+04	9.92150300E+00	9.80560200E+00
1.24517900E+04	9.94660500E+00	9.81210000E+00
1.24519100E+04	9.97882800E+00	9.82338700E+00
1.24520300E+04	1.00189300E+01	9.84007600E+00
1.24521500E+04	1.00676400E+01	9.86278800E+00
1.24522700E+04	1.01256800E+01	9.89213500E+00
1.24523800E+04	1.01876200E+01	9.92537200E+00
1.24526200E+04	1.03539300E+01	1.00209700E+01
1.24528600E+04	1.05654800E+01	1.01511100E+01
1.24531000E+04	1.08232900E+01	1.03179500E+01
1.24533300E+04	1.11119200E+01	1.05123800E+01
1.24537700E+04	1.17573200E+01	1.09689700E+01
1.24542000E+04	1.24508000E+01	1.14883500E+01
1.24544400E+04	1.28319000E+01	1.17872300E+01
1.24546700E+04	1.31724600E+01	1.20645900E+01
1.24549600E+04	1.35435000E+01	1.23830200E+01
1.24551000E+04	1.36918600E+01	1.25181600E+01
1.24551400E+04	1.37300300E+01	1.25540800E+01
1.24551500E+04	1.37392700E+01	1.25628600E+01
1.24551600E+04	1.37483800E+01	1.25715600E+01
1.24551800E+04	1.37662300E+01	1.25887100E+01
1.24552100E+04	1.37920500E+01	1.26138200E+01
1.24552400E+04	1.38180100E+01	1.26392300E+01
1.24552500E+04	1.38252700E+01	1.26467400E+01
1.24552600E+04	1.38309500E+01	1.26534900E+01
1.24552900E+04	1.38552200E+01	1.26769800E+01
1.24553200E+04	1.38767300E+01	1.26992000E+01
1.24553900E+04	1.39221900E+01	1.27478300E+01
1.24555100E+04	1.39843400E+01	1.28202800E+01
1.24557400E+04	1.40464500E+01	1.29186700E+01
1.24559700E+04	1.40338300E+01	1.29622200E+01
1.24561900E+04	1.39554700E+01	1.29533000E+01
1.24566500E+04	1.36148900E+01	1.27920800E+01
1.24571000E+04	1.31253400E+01	1.24953700E+01
1.24573300E+04	1.28473400E+01	1.23128400E+01
1.24575600E+04	1.25666700E+01	1.21214400E+01
1.24577900E+04	1.22935500E+01	1.19291900E+01
1.24580100E+04	1.20467700E+01	1.17506500E+01
1.24582400E+04	1.18094400E+01	1.15744700E+01
1.24583600E+04	1.16952400E+01	1.14880000E+01
1.24584700E+04	1.15967200E+01	1.14124300E+01
1.24585900E+04	1.14960900E+01	1.13342300E+01
1.24587000E+04	1.14101700E+01	1.12665500E+01
1.24588100E+04	1.13302400E+01	1.12027300E+01
1.24589200E+04	1.12562100E+01	1.11427800E+01
1.24590200E+04	1.11938800E+01	1.10915800E+01
1.24591200E+04	1.11361400E+01	1.10434600E+01
1.24592200E+04	1.10828200E+01	1.09983200E+01
1.24593200E+04	1.10337300E+01	1.09560700E+01
1.24594200E+04	1.09886800E+01	1.09165700E+01
1.24595200E+04	1.09474600E+01	1.08797000E+01
1.24596200E+04	1.09098800E+01	1.08453200E+01
1.24597200E+04	1.08757300E+01	1.08133000E+01
1.24598200E+04	1.08448200E+01	1.07834900E+01
1.24599200E+04	1.08169700E+01	1.07557500E+01
1.24600200E+04	1.07920100E+01	1.07299600E+01
1.24601200E+04	1.07697700E+01	1.07059800E+01
1.24602200E+04	1.07501100E+01	1.06837000E+01
1.24603200E+04	1.07329000E+01	1.06630000E+01
1.24604200E+04	1.07180200E+01	1.06437800E+01
1.24605200E+04	1.07053900E+01	1.06259400E+01
1.24606200E+04	1.06949100E+01	1.06094100E+01
1.24607200E+04	1.06865200E+01	1.05940900E+01
1.24609200E+04	1.06758200E+01	1.05668700E+01
1.24611200E+04	1.06730800E+01	1.05438600E+01
1.24613200E+04	1.06782700E+01	1.05247600E+01
1.24615200E+04	1.06915100E+01	1.05093800E+01
1.24617100E+04	1.07117400E+01	1.04981200E+01
1.24619100E+04	1.07413400E+01	1.04897200E+01
1.24621000E+04	1.07775000E+01	1.04849800E+01
1.24623600E+04	1.08397200E+01	1.04835100E+01
1.24624600E+04	1.08674900E+01	1.04844300E+01
1.24625100E+04	1.08821700E+01	1.04851900E+01
1.24625400E+04	1.08911800E+01	1.04857400E+01
1.24625600E+04	1.08973300E+01	1.04861500E+01
1.24625700E+04	1.09003900E+01	1.04863500E+01
1.24625800E+04	1.09035000E+01	1.04865800E+01
1.24626000E+04	1.09097700E+01	1.04870400E+01
1.24626100E+04	1.09129400E+01	1.04872800E+01
1.24626400E+04	1.09225600E+01	1.04880600E+01
1.24626900E+04	1.09389600E+01	1.04895000E+01
1.24628000E+04	1.09765900E+01	1.04932800E+01
1.24631000E+04	1.10884500E+01	1.05073400E+01
1.24632900E+04	1.11642100E+01	1.05184600E+01
1.24637200E+04	1.13376000E+01	1.05462200E+01
1.24641400E+04	1.14867600E+01	1.05699800E+01
1.24643600E+04	1.15470400E+01	1.05781300E+01
1.24645700E+04	1.15884500E+01	1.05817500E+01
1.24648200E+04	1.16133800E+01	1.05796200E+01
1.24649400E+04	1.16150300E+01	1.05758200E+01
1.24650100E+04	1.16127700E+01	1.05727300E+01
1.24650500E+04	1.16104100E+01	1.05706700E+01
1.24650700E+04	1.16098900E+01	1.05698200E+01
1.24650900E+04	1.16072500E+01	1.05683900E+01
1.24651100E+04	1.16051400E+01	1.05671100E+01
1.24651400E+04	1.16022100E+01	1.05652500E+01
1.24651900E+04	1.15959300E+01	1.05617700E+01
1.24652700E+04	1.15833500E+01	1.05555000E+01
1.24653600E+04	1.15655200E+01	1.05474400E+01
1.24653700E+04	1.15633000E+01	1.05464800E+01
1.24654000E+04	1.15563600E+01	1.05435200E+01
1.24654300E+04	1.15490000E+01	1.05404400E+01
1.24654800E+04	1.15358200E+01	1.05350500E+01
1.24655100E+04	1.15273700E+01	1.05316700E+01
1.24656000E+04	1.14996400E+01	1.05208700E+01
1.24656800E+04	1.14721300E+01	1.05104700E+01
1.24658500E+04	1.14053600E+01	1.04860600E+01
1.24662200E+04	1.12282200E+01	1.04239500E+01
1.24665800E+04	1.10296400E+01	1.03559800E+01
1.24670500E+04	1.07632000E+01	1.02647600E+01
1.24672800E+04	1.06399200E+01	1.02218800E+01
1.24675100E+04	1.05256600E+01	1.01813700E+01
1.24677500E+04	1.04182900E+01	1.01422700E+01
1.24679800E+04	1.03279700E+01	1.01081600E+01
1.24681000E+04	1.02859100E+01	1.00917200E+01
1.24682200E+04	1.02473100E+01	1.00762200E+01
1.24683400E+04	1.02121300E+01	1.00616400E+01
1.24684500E+04	1.01828200E+01	1.00490600E+01
1.24685700E+04	1.01539700E+01	1.00361700E+01
1.24686900E+04	1.01282900E+01	1.00241400E+01
1.24688100E+04	1.01056500E+01	1.00129100E+01
1.24689200E+04	1.00874800E+01	1.00033100E+01
1.24690400E+04	1.00704000E+01	9.99355300E+00
1.24691500E+04	1.00571600E+01	9.98524800E+00
1.24692700E+04	1.00452900E+01	9.97685900E+00
1.24693800E+04	1.00367300E+01	9.96976700E+00
1.24695000E+04	1.00298800E+01	9.96266900E+00
1.24696200E+04	1.00256000E+01	9.95622700E+00
1.24697400E+04	1.00239100E+01	9.95043500E+00
1.24698500E+04	1.00246400E+01	9.94569700E+00
1.24699700E+04	1.00279600E+01	9.94115600E+00
1.24700900E+04	1.00339700E+01	9.93727800E+00
1.24702100E+04	1.00427200E+01	9.93407300E+00
1.24703200E+04	1.00532000E+01	9.93173900E+00
1.24704400E+04	1.00673900E+01	9.92986400E+00
1.24705600E+04	1.00845000E+01	9.92870100E+00
1.24706800E+04	1.01045700E+01	9.92826300E+00
1.24707900E+04	1.01255900E+01	9.92850300E+00
1.24710200E+04	1.01776300E+01	9.93099300E+00
1.24712500E+04	1.02402400E+01	9.93611900E+00
1.24715700E+04	1.03430700E+01	9.94730000E+00
1.24718900E+04	1.04598500E+01	9.96238600E+00
1.24725200E+04	1.07022200E+01	9.99839500E+00
1.24728000E+04	1.08014100E+01	1.00148700E+01
1.24730800E+04	1.08879000E+01	1.00308000E+01
1.24733500E+04	1.09563100E+01	1.00457600E+01
1.24734900E+04	1.09857200E+01	1.00535900E+01
1.24735700E+04	1.10007300E+01	1.00581800E+01
1.24736200E+04	1.10094900E+01	1.00611100E+01
1.24736400E+04	1.10128700E+01	1.00623100E+01
1.24736600E+04	1.10161700E+01	1.00635100E+01
1.24736800E+04	1.10184700E+01	1.00645000E+01
1.24737100E+04	1.10241300E+01	1.00665600E+01
1.24737600E+04	1.10316700E+01	1.00697100E+01
1.24738400E+04	1.10429600E+01	1.00749400E+01
1.24739000E+04	1.10508600E+01	1.00790700E+01
1.24739100E+04	1.10521400E+01	1.00797800E+01
1.24739300E+04	1.10546600E+01	1.00812100E+01
1.24739400E+04	1.10559000E+01	1.00819300E+01
1.24739600E+04	1.10583600E+01	1.00834000E+01
1.24739700E+04	1.10595700E+01	1.00841400E+01
1.24739900E+04	1.10619700E+01	1.00856500E+01
1.24740000E+04	1.10631500E+01	1.00864100E+01
1.24740300E+04	1.10666700E+01	1.00887400E+01
1.24740600E+04	1.10701100E+01	1.00911300E+01
1.24741600E+04	1.10812500E+01	1.00996000E+01
1.24742500E+04	1.10910500E+01	1.01079700E+01
1.24744400E+04	1.11123500E+01	1.01283600E+01
1.24748800E+04	1.11777700E+01	1.01932400E+01
1.24753100E+04	1.12845700E+01	1.02840300E+01
1.24754300E+04	1.13238800E+01	1.03139600E+01
1.24756900E+04	1.14227800E+01	1.03840600E+01
1.24759500E+04	1.15368400E+01	1.04582900E+01
1.24764700E+04	1.17777400E+01	1.05986500E+01
1.24769200E+04	1.19422400E+01	1.06807300E+01
1.24771700E+04	1.19918100E+01	1.06990700E+01
1.24772900E+04	1.20015000E+01	1.06995000E+01
1.24773600E+04	1.20025100E+01	1.06970800E+01
1.24773900E+04	1.20043000E+01	1.06968300E+01
1.24774200E+04	1.19979900E+01	1.06919900E+01
1.24774300E+04	1.19999500E+01	1.06926700E+01
1.24774600E+04	1.19972600E+01	1.06898800E+01
1.24775000E+04	1.19937500E+01	1.06862200E+01
1.24775600E+04	1.19854700E+01	1.06790800E+01
1.24776800E+04	1.19606200E+01	1.06603200E+01
1.24778700E+04	1.18986000E+01	1.06186400E+01
1.24779100E+04	1.18820500E+01	1.06080600E+01
1.24779200E+04	1.18777300E+01	1.06053200E+01
1.24779600E+04	1.18596900E+01	1.05939800E+01
1.24780700E+04	1.18041200E+01	1.05597800E+01
1.24781200E+04	1.17760500E+01	1.05428300E+01
1.24781400E+04	1.17654600E+01	1.05359300E+01
1.24781700E+04	1.17462900E+01	1.05250400E+01
1.24781800E+04	1.17401400E+01	1.05213900E+01
1.24782000E+04	1.17276400E+01	1.05139900E+01
1.24782300E+04	1.17084100E+01	1.05026500E+01
1.24782800E+04	1.16751200E+01	1.04831500E+01
1.24782900E+04	1.16682800E+01	1.04791700E+01
1.24783200E+04	1.16473900E+01	1.04670300E+01
1.24783900E+04	1.15966500E+01	1.04377700E+01
1.24784500E+04	1.15510200E+01	1.04116900E+01
1.24786000E+04	1.14292400E+01	1.03429700E+01
1.24787400E+04	1.13071200E+01	1.02751000E+01
1.24792300E+04	1.08422500E+01	1.00232000E+01
1.24796600E+04	1.04313900E+01	9.80598800E+00
1.24798800E+04	1.02348800E+01	9.70307000E+00
1.24800900E+04	1.00608700E+01	9.61208400E+00
1.24803100E+04	9.89518400E+00	9.52521700E+00
1.24805200E+04	9.75402800E+00	9.45063900E+00
1.24807400E+04	9.62418000E+00	9.38106000E+00
1.24809500E+04	9.51687300E+00	9.32228900E+00
1.24811300E+04	9.43699800E+00	9.27730100E+00
1.24813000E+04	9.37096400E+00	9.23886900E+00
1.24814700E+04	9.31319000E+00	9.20388600E+00
1.24815600E+04	9.28564200E+00	9.18659400E+00
1.24816400E+04	9.26277900E+00	9.17186300E+00
1.24817300E+04	9.23876600E+00	9.15594700E+00
1.24818200E+04	9.21643600E+00	9.14066100E+00
1.24819100E+04	9.19566300E+00	9.12594000E+00
1.24819900E+04	9.17840800E+00	9.11328000E+00
1.24820800E+04	9.16025200E+00	9.09946300E+00
1.24821600E+04	9.14514400E+00	9.08751500E+00
1.24822500E+04	9.12921000E+00	9.07440400E+00
1.24823300E+04	9.11591500E+00	9.06300400E+00
1.24824900E+04	9.09150800E+00	9.04079500E+00
1.24826400E+04	9.07092100E+00	9.02052200E+00
1.24828000E+04	9.05100100E+00	8.99929300E+00
1.24829500E+04	9.03390800E+00	8.97961500E+00
1.24831100E+04	9.01703700E+00	8.95872500E+00
1.24832600E+04	9.00222700E+00	8.93912700E+00
1.24834200E+04	8.98722900E+00	8.91811000E+00
1.24835700E+04	8.97368000E+00	8.89822200E+00
1.24838800E+04	8.94630800E+00	8.85628500E+00
1.24841900E+04	8.91823200E+00	8.81284400E+00
1.24845000E+04	8.88760300E+00	8.76751000E+00
1.24848100E+04	8.85263200E+00	8.71993100E+00
1.24848600E+04	8.84647200E+00	8.71202400E+00
1.24850400E+04	8.82291700E+00	8.68298100E+00
1.24853400E+04	8.77832200E+00	8.63241900E+00
1.24854500E+04	8.76014800E+00	8.61315300E+00
1.24855100E+04	8.74980200E+00	8.60247000E+00
1.24855400E+04	8.74451300E+00	8.59708200E+00
1.24855600E+04	8.74094300E+00	8.59347200E+00
1.24855700E+04	8.73914500E+00	8.59166100E+00
1.24855800E+04	8.73733900E+00	8.58984700E+00
1.24856000E+04	8.73370000E+00	8.58620900E+00
1.24856100E+04	8.73186700E+00	8.58438400E+00
1.24856400E+04	8.72631600E+00	8.57888800E+00
1.24857000E+04	8.71497800E+00	8.56779700E+00
1.24858200E+04	8.69134700E+00	8.54520900E+00
1.24861100E+04	8.62900000E+00	8.48826000E+00
1.24861800E+04	8.61285600E+00	8.47398600E+00
1.24863600E+04	8.56944900E+00	8.43627900E+00
1.24865400E+04	8.52341400E+00	8.39706100E+00
1.24869000E+04	8.42405500E+00	8.31370300E+00
1.24873000E+04	8.30355900E+00	8.21252100E+00
1.24876900E+04	8.17730900E+00	8.10403000E+00
1.24878900E+04	8.10961500E+00	8.04424700E+00
1.24880900E+04	8.04013400E+00	7.98148800E+00
1.24882900E+04	7.96908200E+00	7.91569300E+00
1.24884800E+04	7.90041600E+00	7.85040500E+00
1.24885800E+04	7.86395800E+00	7.81500000E+00
1.24886800E+04	7.82738800E+00	7.77892500E+00
1.24887800E+04	7.79081100E+00	7.74223700E+00
1.24888800E+04	7.75435900E+00	7.70501300E+00
1.24889800E+04	7.71819400E+00	7.66735000E+00
1.24890800E+04	7.68251200E+00	7.62937600E+00
1.24891800E+04	7.64754900E+00	7.59124800E+00
1.24892700E+04	7.61692900E+00	7.55696000E+00
1.24893700E+04	7.58415100E+00	7.51910500E+00
1.24894700E+04	7.55305600E+00	7.48177600E+00
1.24895700E+04	7.52409400E+00	7.44529900E+00
1.24896600E+04	7.50028000E+00	7.41351900E+00
1.24897600E+04	7.47686500E+00	7.37978300E+00
1.24898600E+04	7.45730700E+00	7.34820800E+00
1.24899600E+04	7.44236600E+00	7.31938600E+00
1.24900500E+04	7.43357300E+00	7.29635900E+00
1.24901900E+04	7.43036300E+00	7.26739400E+00
1.24903300E+04	7.44252400E+00	7.24892000E+00
1.24904700E+04	7.47342200E+00	7.24373400E+00
1.24906100E+04	7.52685300E+00	7.25505200E+00
1.24907500E+04	7.60703600E+00	7.28651200E+00
1.24908900E+04	7.71859000E+00	7.34217800E+00
1.24910300E+04	7.86649500E+00	7.42651500E+00
1.24911700E+04	8.05602900E+00	7.54435100E+00
1.24913100E+04	8.29267800E+00	7.70081600E+00
1.24914500E+04	8.58202700E+00	7.90125700E+00
1.24915900E+04	8.92961800E+00	8.15112100E+00
1.24917300E+04	9.34078900E+00	8.45582000E+00
1.24920100E+04	1.03730500E+01	9.25018700E+00
1.24922800E+04	1.16566500E+01	1.02768800E+01
1.24925400E+04	1.31728800E+01	1.15272800E+01
1.24928000E+04	1.49581900E+01	1.30381800E+01
1.24930600E+04	1.69852200E+01	1.47939700E+01
1.24933200E+04	1.92030200E+01	1.67569400E+01
1.24937300E+04	2.29004300E+01	2.01189200E+01
1.24937500E+04	2.30816600E+01	2.02866100E+01
